big5_openness,big5_conscientiousness,big5_extraversion,big5_agreeableness,big5_neuroticism,class_label
0.53238825,0.319472604,0.220932697,0.152952846,0.43928416,oop
0.154035639,0.508884423,0.151521715,0.171823806,0.509086125,oop
0.114341339,0.336310618,0.173666408,0.100494824,0.428101929,web-pro
0.114341339,0.336310618,0.173666408,0.100494824,0.428101929,web-des
0.672036635,0.164132507,0.220838062,0.104059425,0.353548386,oop
0.289665885,0.323751946,0.271893161,0.10018866,0.511200538,micro-oop
0.289665885,0.323751946,0.271893161,0.10018866,0.511200538,web-pro
0.891392145,0.134106509,0.136352244,0.065243383,0.631950263,micro-oop
0.163447968,0.444568161,0.223299572,0.140816233,0.571018305,web-pro
0.227924325,0.313251506,0.284642238,0.175894965,0.414198099,oop
0.589602804,0.136065083,0.044183601,0.055487951,0.544998237,web-pro
0.331766017,0.529969111,0.131943903,0.090838033,0.607357083,statistical
0.287943092,0.177935952,0.138392435,0.072391371,0.464953757,web-pro
0.287943092,0.177935952,0.138392435,0.072391371,0.464953757,oop
0.287943092,0.177935952,0.138392435,0.072391371,0.464953757,statistical
0.277494491,0.168629375,0.103657098,0.049174979,0.45344605,oop
0.573674625,0.48426423,0.093643707,0.088246468,0.700327541,web-pro
0.502777077,0.290113892,0.096961288,0.068428609,0.750688444,web-pro
0.502777077,0.290113892,0.096961288,0.068428609,0.750688444,oop
0.333856538,0.280716213,0.228458576,0.096676607,0.643337985,oop
0.333856538,0.280716213,0.228458576,0.096676607,0.643337985,web-pro
0.476523539,0.430107041,0.179655327,0.038885418,0.69624342,oop
0.474886081,0.32819445,0.093248628,0.045091072,0.638428696,oop
0.474886081,0.32819445,0.093248628,0.045091072,0.638428696,web-pro
0.312912083,0.187127043,0.116526392,0.091490561,0.599794978,oop
0.300152726,0.357606891,0.253530167,0.064575789,0.638833437,mobile
0.632223302,0.108350207,0.129283274,0.098823002,0.289846884,web-pro
0.632223302,0.108350207,0.129283274,0.098823002,0.289846884,web-des
0.17098718,0.442581376,0.196078844,0.155131157,0.444510328,mobile
0.17098718,0.442581376,0.196078844,0.155131157,0.444510328,database
0.636381894,0.251562238,0.082728099,0.034991231,0.661712986,web-pro
0.636381894,0.251562238,0.082728099,0.034991231,0.661712986,oop
0.198249381,0.545128817,0.086415907,0.052627554,0.364609822,web-pro
0.352172995,0.226998746,0.159515135,0.075196297,0.506199433,web-pro
0.151094398,0.121600254,0.025029469,0.01455623,0.270958972,web-pro
0.151094398,0.121600254,0.025029469,0.01455623,0.270958972,database
0.3079081,0.535749099,0.085835619,0.063143627,0.843166716,micro-oop
0.147557645,0.323354121,0.088632775,0.071550784,0.409324169,web-pro
0.147557645,0.323354121,0.088632775,0.071550784,0.409324169,web-des
0.226418518,0.47873004,0.145011382,0.079567113,0.421403024,web-des
0.226418518,0.47873004,0.145011382,0.079567113,0.421403024,web-pro
0.563918547,0.129495086,0.034698251,0.006365391,0.66072116,oop
0.563918547,0.129495086,0.034698251,0.006365391,0.66072116,web-pro
0.378018678,0.346296137,0.051273032,0.014753071,0.601868946,micro-oop
0.43131264,0.227796114,0.104017088,0.112386912,0.627719646,oop
0.475075766,0.229054285,0.057492611,0.031155087,0.56309957,micro-oop
0.475075766,0.229054285,0.057492611,0.031155087,0.56309957,database
0.675042964,0.097822974,0.045962261,0.002435603,0.568233383,micro-oop
0.675042964,0.097822974,0.045962261,0.002435603,0.568233383,oop
0.242432638,0.285466112,0.10064335,0.095478714,0.481895671,mobile
0.242432638,0.285466112,0.10064335,0.095478714,0.481895671,web-pro
0.601770555,0.704682392,0.102126314,0.064022512,0.685190299,oop
0.601770555,0.704682392,0.102126314,0.064022512,0.685190299,web-pro
0.291267685,0.301329691,0.07779902,0.040863176,0.526884956,oop
0.496392469,0.302269324,0.050799056,0.005018521,0.752866566,micro-oop
0.496392469,0.302269324,0.050799056,0.005018521,0.752866566,web-pro
0.316029303,0.349584915,0.181154851,0.066352467,0.532852075,web-pro
0.283770385,0.49296641,0.331643888,0.156451424,0.649095661,mobile
0.2616299,0.358922832,0.162451173,0.088017895,0.584114531,web-pro
0.431232226,0.536318995,0.112495475,0.160007563,0.731491594,oop
0.52171876,0.137973799,0.040533264,0.043678952,0.417397349,oop
0.427409446,0.210969212,0.06090702,0.024719636,0.485256205,oop
0.427409446,0.210969212,0.06090702,0.024719636,0.485256205,web-pro
0.185719537,0.331605354,0.24728397,0.171155891,0.646395704,web-pro
0.083683811,0.166655547,0.26398291,0.191858226,0.400787956,micro-oop
0.083683811,0.166655547,0.26398291,0.191858226,0.400787956,web-pro
0.032476229,0.195285973,0.060578431,0.015283928,0.169982316,oop
0.273118151,0.446403987,0.067567902,0.021592086,0.358361455,oop
0.538791869,0.085350319,0.012734687,0.013031337,0.436502721,micro-oop
0.644153146,0.539391456,0.248497894,0.340414173,0.710127954,micro-oop
0.644153146,0.539391456,0.248497894,0.340414173,0.710127954,oop
0.156411612,0.29090946,0.264980778,0.106443885,0.603451546,micro-oop
0.156411612,0.29090946,0.264980778,0.106443885,0.603451546,web-pro
0.156411612,0.29090946,0.264980778,0.106443885,0.603451546,oop
0.132034717,0.400769418,0.14224033,0.048048768,0.641053226,micro-oop
0.132034717,0.400769418,0.14224033,0.048048768,0.641053226,oop
0.140339903,0.400637499,0.201174394,0.08609751,0.679230994,web-pro
0.140339903,0.400637499,0.201174394,0.08609751,0.679230994,oop
0.049731889,0.175661433,0.0097875,0.034811967,0.280250741,database
0.049731889,0.175661433,0.0097875,0.034811967,0.280250741,oop
0.189290489,0.420079506,0.214204435,0.124484963,0.559494681,oop
0.506024277,0.237454185,0.022298588,0.017961546,0.651886562,micro-oop
0.506024277,0.237454185,0.022298588,0.017961546,0.651886562,web-pro
0.082529461,0.17121297,0.197140594,0.138622837,0.092008864,micro-oop
0.638655529,0.272296144,0.055165899,0.028903079,0.741314054,oop
0.240746428,0.435780868,0.092999747,0.041867925,0.560012336,oop
0.240746428,0.435780868,0.092999747,0.041867925,0.560012336,mobile
0.533962404,0.479726599,0.644014694,0.241394507,0.742708776,oop
0.169904192,0.234970254,0.10222888,0.024250215,0.561657274,micro-oop
0.169904192,0.234970254,0.10222888,0.024250215,0.561657274,web-pro
0.186013541,0.536866759,0.172291343,0.080728254,0.619761352,micro-oop
0.186013541,0.536866759,0.172291343,0.080728254,0.619761352,oop
0.752187425,0.153963667,0.013495309,0.008608018,0.638823499,web-pro
0.752187425,0.153963667,0.013495309,0.008608018,0.638823499,database
0.275460828,0.276989568,0.161516759,0.098950013,0.614832073,oop
0.420694314,0.383653884,0.077869213,0.030360307,0.732351432,mobile
0.224916196,0.459464612,0.050873989,0.016779292,0.507543144,web-pro
0.224916196,0.459464612,0.050873989,0.016779292,0.507543144,web-des
0.010254174,0.303082259,0.15518693,0.274432225,0.521716973,micro-oop
0.205061978,0.240446778,0.31672893,0.257304893,0.190291196,statistical
0.710525465,0.231831866,0.013269949,0.008391773,0.662212412,micro-oop
0.710525465,0.231831866,0.013269949,0.008391773,0.662212412,oop
0.19048078,0.285801667,0.26362399,0.198958422,0.190846212,web-pro
0.19048078,0.285801667,0.26362399,0.198958422,0.190846212,web-des
0.303449753,0.402348593,0.049128937,0.034253018,0.271587337,oop
0.139857345,0.366061684,0.041520634,0.048538921,0.686802035,micro-oop
0.139857345,0.366061684,0.041520634,0.048538921,0.686802035,web-pro
0.139857345,0.366061684,0.041520634,0.048538921,0.686802035,database
0.023853598,0.417653253,0.038190944,0.029986394,0.304225448,micro-oop
0.542655573,0.244029481,0.138283319,0.03963111,0.502254205,statistical
0.447852709,0.281654454,0.070186028,0.013219712,0.690535114,micro-oop
0.539296118,0.517780623,0.159707973,0.0154827,0.790832167,web-pro
0.539296118,0.517780623,0.159707973,0.0154827,0.790832167,web-des
0.169336318,0.488480794,0.222159079,0.142442881,0.546243918,statistical
0.366622731,0.171229217,0.057960132,0.029501006,0.444470864,web-pro
0.366622731,0.171229217,0.057960132,0.029501006,0.444470864,micro-oop
0.366622731,0.171229217,0.057960132,0.029501006,0.444470864,web-des
0.170109708,0.363809499,0.155262269,0.147369313,0.472791926,micro-oop
0.439277817,0.234800928,0.061389846,0.070163003,0.722811722,mobile
0.461158513,0.517040532,0.097929622,0.055355922,0.779115558,oop
0.461158513,0.517040532,0.097929622,0.055355922,0.779115558,web-pro
0.325294648,0.44103492,0.193103239,0.166393709,0.483184818,oop
0.325294648,0.44103492,0.193103239,0.166393709,0.483184818,web-pro
0.219333029,0.158364812,0.009672898,0.009214796,0.402987758,web-des
0.219333029,0.158364812,0.009672898,0.009214796,0.402987758,web-pro
0.197770789,0.397682399,0.261887344,0.136367204,0.5923018,oop
0.197770789,0.397682399,0.261887344,0.136367204,0.5923018,web-pro
0.564240479,0.360397069,0.108563525,0.05751527,0.720133672,micro-oop
0.239250697,0.164555512,0.06937994,0.01079316,0.594012882,oop
0.356232492,0.417723564,0.08513932,0.040242813,0.713940882,web-pro
0.356232492,0.417723564,0.08513932,0.040242813,0.713940882,micro-oop
0.45245238,0.21252299,0.06556806,0.007673466,0.575768361,oop
0.525683244,0.147295738,0.034873254,0.119055201,0.567033104,web-pro
0.525683244,0.147295738,0.034873254,0.119055201,0.567033104,oop
0.525683244,0.147295738,0.034873254,0.119055201,0.567033104,web-des
0.3899024,0.431464349,0.103917668,0.081350607,0.750856357,oop
0.521956421,0.267747913,0.086232101,0.015146876,0.665554046,web-pro
0.521956421,0.267747913,0.086232101,0.015146876,0.665554046,web-des
0.216449737,0.361110345,0.170240522,0.050663612,0.577932292,web-des
0.216449737,0.361110345,0.170240522,0.050663612,0.577932292,web-pro
0.29341129,0.401375378,0.234450729,0.117008432,0.855766143,web-pro
0.212913907,0.435736596,0.24370431,0.144189428,0.605131078,web-des
0.212913907,0.435736596,0.24370431,0.144189428,0.605131078,database
0.223868556,0.413570044,0.205938467,0.117421141,0.498211055,mobile
0.13953502,0.25538223,0.376445775,0.243424342,0.122225204,oop
0.195459458,0.297459751,0.030373284,0.017945218,0.285018914,oop
0.346569438,0.584459219,0.142122327,0.181771592,0.788216854,web-pro
0.417656012,0.227559938,0.038325935,0.043532893,0.519516462,oop
0.117084458,0.532941174,0.071487461,0.053851734,0.646902934,oop
0.360622977,0.333644172,0.175324845,0.061216754,0.627753515,oop
0.360622977,0.333644172,0.175324845,0.061216754,0.627753515,micro-oop
0.360622977,0.333644172,0.175324845,0.061216754,0.627753515,mobile
0.281420645,0.169567,0.067904945,0.019158753,0.634397671,web-pro
0.281420645,0.169567,0.067904945,0.019158753,0.634397671,micro-oop
0.325078318,0.240224742,0.043320692,0.030889353,0.668984714,oop
0.325078318,0.240224742,0.043320692,0.030889353,0.668984714,web-pro
0.302896562,0.264713264,0.049485787,0.030558487,0.624466284,mobile
0.312385554,0.367091315,0.152311511,0.062187977,0.575980041,oop
0.154350735,0.301098131,0.314598099,0.285518649,0.154412862,micro-oop
0.179873991,0.565270971,0.083202773,0.060375455,0.460797377,web-pro
0.430946419,0.541545111,0.063223402,0.038999235,0.817603175,oop
0.430946419,0.541545111,0.063223402,0.038999235,0.817603175,mobile
0.324234327,0.510449127,0.307822802,0.165925545,0.624897263,oop
0.345795973,0.49412418,0.048357621,0.013210637,0.479012384,oop
0.345795973,0.49412418,0.048357621,0.013210637,0.479012384,web-pro
0.421228806,0.360335554,0.114445113,0.083032478,0.519025505,oop
0.130000557,0.610752568,0.142680218,0.099876976,0.485107909,web-pro
0.431084123,0.19832317,0.198351865,0.068092983,0.625784476,web-pro
0.431084123,0.19832317,0.198351865,0.068092983,0.625784476,database
0.708590575,0.221308922,0.087301184,0.026398619,0.670531153,mobile
0.123722155,0.636067249,0.211954692,0.199524627,0.543769296,web-pro
0.13470555,0.343622018,0.1012225,0.040716949,0.327845118,micro-oop
0.13470555,0.343622018,0.1012225,0.040716949,0.327845118,database
0.301808653,0.181251978,0.058502109,0.062494093,0.504481463,oop
0.301808653,0.181251978,0.058502109,0.062494093,0.504481463,database
0.194911938,0.557829842,0.131438569,0.082548798,0.444310528,mobile
0.756808833,0.261900734,0.042803396,0.020115551,0.57838083,oop
0.582469824,0.13220285,0.017896881,0.065622523,0.601047689,oop
0.475586087,0.214804782,0.113002868,0.02832527,0.530130966,web-pro
0.490988356,0.272095693,0.171033461,0.06299259,0.566744899,micro-oop
0.490988356,0.272095693,0.171033461,0.06299259,0.566744899,statistical
0.490988356,0.272095693,0.171033461,0.06299259,0.566744899,database
0.578624907,0.354242893,0.15415346,0.072891191,0.621831337,web-des
0.578624907,0.354242893,0.15415346,0.072891191,0.621831337,web-des
0.142929491,0.636876585,0.066620096,0.067275945,0.410537241,oop
0.55907383,0.298334448,0.028093361,0.001668239,0.735227391,oop
0.456412425,0.622997644,0.160836252,0.201211597,0.46657191,database
0.52916001,0.476991211,0.113194977,0.070752178,0.393474221,statistical
0.126921016,0.272347091,0.200720823,0.115861865,0.217943835,web-pro
0.282439939,0.384655943,0.119754574,0.027269673,0.637727475,micro-oop
0.042479449,0.559437408,0.042097939,0.227809677,0.496030979,statistical
0.042479449,0.559437408,0.042097939,0.227809677,0.496030979,oop
0.405584324,0.235724389,0.111394388,0.089428559,0.54340239,statistical
0.558181094,0.326044807,0.011750162,0.098903048,0.55013788,web-pro
0.218223575,0.241099808,0.144786795,0.061022951,0.465016844,web-pro
0.218223575,0.241099808,0.144786795,0.061022951,0.465016844,oop
0.282380978,0.53291917,0.183457766,0.108941343,0.496025685,statistical
0.468053826,0.255435095,0.042517009,0.003559082,0.66153373,oop
0.783800574,0.206647081,0.020683372,0.025690496,0.714992804,micro-oop
0.783800574,0.206647081,0.020683372,0.025690496,0.714992804,database
0.22132952,0.432251906,0.234874019,0.195785883,0.629038264,oop
0.311401651,0.274165642,0.105940975,0.047119437,0.35645271,oop
0.311401651,0.274165642,0.105940975,0.047119437,0.35645271,database
0.114057223,0.099341232,0.213080814,0.101974988,0.060230315,web-pro
0.196931796,0.279966571,0.20708178,0.112366691,0.657215141,web-pro
0.196931796,0.279966571,0.20708178,0.112366691,0.657215141,web-des
0.600579155,0.235992583,0.1398523,0.045593961,0.588531522,oop
0.600579155,0.235992583,0.1398523,0.045593961,0.588531522,web-pro
0.808926935,0.748646813,0.225838394,0.204045368,0.418766125,web-pro
0.808926935,0.748646813,0.225838394,0.204045368,0.418766125,database
0.726648204,0.837750878,0.084221061,0.169699584,0.493314352,web-pro
0.596268718,0.798258655,0.019948156,0.14898995,0.595718455,web-pro
0.596268718,0.798258655,0.019948156,0.14898995,0.595718455,web-des
0.914931263,0.674338831,0.138763392,0.073860934,0.226141486,micro-oop
0.914931263,0.674338831,0.138763392,0.073860934,0.226141486,web-pro
0.56890092,0.765103629,0.039292075,0.297148365,0.066355008,micro-oop
0.389024977,0.588414405,0.109401469,0.110914709,0.412590951,web-pro
0.389024977,0.588414405,0.109401469,0.110914709,0.412590951,web-des
0.830615521,0.735699038,0.039915519,0.04718766,0.780729906,oop
0.679940103,0.577928248,0.130101014,0.047900865,0.367369867,oop
0.679940103,0.577928248,0.130101014,0.047900865,0.367369867,micro-oop
0.843480614,0.485481915,0.038285061,0.023344296,0.261716396,oop
0.843480614,0.485481915,0.038285061,0.023344296,0.261716396,web-des
0.968202822,0.421878247,0.13721471,0.059136107,0.231812528,oop
0.887504208,0.710254664,0.035251064,0.043908805,0.751198053,oop
0.887504208,0.710254664,0.035251064,0.043908805,0.751198053,web-pro
0.834263361,0.536341387,0.055643424,0.174667647,0.59414937,web-pro
0.834263361,0.536341387,0.055643424,0.174667647,0.59414937,database
0.8369611,0.4609618,0.064580636,0.006728772,0.444684395,micro-oop
0.570404222,0.384737011,0.05374553,0.011712158,0.416223448,web-pro
0.570404222,0.384737011,0.05374553,0.011712158,0.416223448,oop
0.570404222,0.384737011,0.05374553,0.011712158,0.416223448,web-des
0.765720857,0.262425699,0.011119371,0.023949757,0.934238975,oop
0.677276094,0.726749412,0.038187202,0.141335868,0.212419278,micro-oop
0.677276094,0.726749412,0.038187202,0.141335868,0.212419278,database
0.919564696,0.444353421,0.211520131,0.309106239,0.380144249,web-des
0.919564696,0.444353421,0.211520131,0.309106239,0.380144249,web-pro
0.511053165,0.087372726,0.116483526,0.183425842,0.999998866,web-pro
0.522868403,0.773740499,0.430012435,0.139289057,0.350800163,oop
0.522868403,0.773740499,0.430012435,0.139289057,0.350800163,micro-oop
0.752289349,0.810513094,0.065816149,0.210686413,0.475803785,statistical
0.944882461,0.33270626,0.140299993,0.02686637,0.31003192,oop
0.838683072,0.650568533,0.207972926,0.056441281,0.177602695,micro-oop
0.838683072,0.650568533,0.207972926,0.056441281,0.177602695,web-pro
0.161048463,0.774473186,0.060410455,0.632905231,0.222010883,oop
0.52331241,0.145761386,0.013495151,0.031157671,0.807518436,micro-oop
0.52331241,0.145761386,0.013495151,0.031157671,0.807518436,web-pro
0.512136568,0.687535956,0.054638866,0.222332953,0.538145127,web-pro
0.512136568,0.687535956,0.054638866,0.222332953,0.538145127,database
0.868569742,0.615191564,0.067083726,0.201052607,0.581423788,statistical
0.868569742,0.615191564,0.067083726,0.201052607,0.581423788,oop
0.909895189,0.425785057,0.075975447,0.004172441,0.277472003,micro-oop
0.909895189,0.425785057,0.075975447,0.004172441,0.277472003,database
0.875747652,0.515018943,0.278801766,0.181344858,0.2705798,oop
0.659688514,0.378660981,0.274405836,0.198035,0.977827785,oop
0.569302387,0.802193289,0.071951022,0.038398805,0.330494369,database
0.647087738,0.395336241,0.070664516,0.179193564,0.595589427,web-des
0.647087738,0.395336241,0.070664516,0.179193564,0.595589427,oop
0.723287083,0.363120887,0.028958417,0.161547119,0.432547029,statistical
0.723287083,0.363120887,0.028958417,0.161547119,0.432547029,web-pro
0.723287083,0.363120887,0.028958417,0.161547119,0.432547029,oop
0.716078001,0.498700457,0.071643202,0.072229908,0.411055,micro-oop
0.756816889,0.585473963,0.00896524,0.014728701,0.583889218,web-pro
0.756816889,0.585473963,0.00896524,0.014728701,0.583889218,statistical
0.724230396,0.443946927,0.114641286,0.065499119,0.531407863,oop
0.823594927,0.292207689,0.320865752,0.063032545,0.423171537,web-des
0.822380359,0.716910039,0.075520401,0.254318093,0.397924309,oop
0.739856748,0.334333083,0.115014926,0.156739937,0.280015544,web-pro
0.739856748,0.334333083,0.115014926,0.156739937,0.280015544,micro-oop
0.874948442,0.372497809,0.063909882,0.040840241,0.26293726,micro-oop
0.720268959,0.855079056,0.180494954,0.351736111,0.392712094,micro-oop
0.720268959,0.855079056,0.180494954,0.351736111,0.392712094,database
0.833291069,0.519651446,0.068407027,0.000160428,0.01287401,oop
0.349405293,0.688900321,0.019282903,0.099718467,0.044562886,mobile
0.349405293,0.688900321,0.019282903,0.099718467,0.044562886,oop
0.667974686,0.458490128,0.113619504,0.10773629,0.745073119,oop
0.667974686,0.458490128,0.113619504,0.10773629,0.745073119,oop
0.857928874,0.694981629,0.083673844,0.03021832,0.365452514,oop
0.857928874,0.694981629,0.083673844,0.03021832,0.365452514,statistical
0.757120776,0.623218636,0.220563575,0.157135599,0.196193907,micro-oop
0.757120776,0.623218636,0.220563575,0.157135599,0.196193907,web-pro
0.902400703,0.344461895,0.015587929,0.003706918,0.404603412,web-pro
0.902400703,0.344461895,0.015587929,0.003706918,0.404603412,oop
0.626261297,0.60820509,0.030145041,0.012375562,0.717880819,mobile
0.626261297,0.60820509,0.030145041,0.012375562,0.717880819,web-pro
0.659972144,0.502558158,0.335259374,0.217883298,0.638468771,web-pro
0.898205486,0.608987968,0.147715928,0.163331364,0.342652381,mobile
0.891670894,0.546001804,0.094238689,0.098074984,0.512360945,oop
0.456635377,0.344035479,0.299687083,0.274921837,0.84865865,oop
0.456635377,0.344035479,0.299687083,0.274921837,0.84865865,micro-oop
0.510043203,0.67010743,0.056963521,0.053743033,0.623883892,web-pro
0.510043203,0.67010743,0.056963521,0.053743033,0.623883892,micro-oop
0.305642019,0.901092755,0.038329864,0.257097332,0.453883939,micro-oop
0.305642019,0.901092755,0.038329864,0.257097332,0.453883939,database
0.318414164,0.408649536,0.026934233,0.0159897,0.803244425,web-pro
0.318414164,0.408649536,0.026934233,0.0159897,0.803244425,web-des
0.813291072,0.5278997,0.07043897,0.044454899,0.264022929,statistical
0.557262185,0.747130694,0.315254016,0.233834381,0.933119758,oop
0.557262185,0.747130694,0.315254016,0.233834381,0.933119758,micro-oop
0.585747188,0.724818277,0.529268738,0.283991197,0.245439735,web-pro
0.585747188,0.724818277,0.529268738,0.283991197,0.245439735,web-des
0.334357627,0.392021014,0.407599917,0.356273419,0.297418022,web-pro
0.400974444,0.59626445,0.020755446,0.121566135,0.369284146,web-pro
0.400974444,0.59626445,0.020755446,0.121566135,0.369284146,web-des
0.720013622,0.843500941,0.057213038,0.21038632,0.512729307,web-pro
0.720013622,0.843500941,0.057213038,0.21038632,0.512729307,mobile
0.720013622,0.843500941,0.057213038,0.21038632,0.512729307,web-des
0.658664722,0.803375511,0.082817046,0.097193507,0.267635842,web-pro
0.658664722,0.803375511,0.082817046,0.097193507,0.267635842,web-des
0.762977143,0.573097515,0.076463747,0.038520368,0.362269797,micro-oop
0.762977143,0.573097515,0.076463747,0.038520368,0.362269797,web-pro
0.762977143,0.573097515,0.076463747,0.038520368,0.362269797,web-des
0.972668127,0.351224913,0.208133381,0.211328736,0.293068321,micro-oop
0.972668127,0.351224913,0.208133381,0.211328736,0.293068321,oop
0.715532131,0.854034632,0.085227022,0.238068471,0.465378609,oop
0.787510973,0.482033134,0.095023606,0.07856613,0.30527685,micro-oop
0.79216895,0.383163403,0.032134182,0.012974305,0.35660084,web-pro
0.79216895,0.383163403,0.032134182,0.012974305,0.35660084,web-des
0.880902089,0.430005236,0.059923914,0.001285905,0.588846089,mobile
0.580089669,0.797706034,0.027877012,0.233690095,0.283693838,micro-oop
0.294889938,0.223005056,0.344534358,0.276749963,1.50E-06,oop
0.806748012,0.762849113,0.113391714,0.231451871,0.476124346,oop
0.806748012,0.762849113,0.113391714,0.231451871,0.476124346,statistical
0.660582049,0.735530912,0.16033493,0.096314479,0.218826019,web-pro
0.660582049,0.735530912,0.16033493,0.096314479,0.218826019,mobile
0.571178871,0.770453452,0.130456393,0.143882257,0.382923781,oop
0.836955191,0.494407544,0.087523162,0.01572286,0.366278482,oop
0.836955191,0.494407544,0.087523162,0.01572286,0.366278482,web-pro
0.836955191,0.494407544,0.087523162,0.01572286,0.366278482,database
0.556992753,0.190637366,0.10180999,0.236730711,0.998912179,web-pro
0.748951921,0.619760804,0.245703172,0.239155337,0.268740348,database
0.748951921,0.619760804,0.245703172,0.239155337,0.268740348,web-pro
0.295905834,0.153619488,0.117191758,0.289528194,0.999999987,oop
0.939080055,0.383089863,0.040307098,0.009575078,0.276365101,oop
0.208172156,0.724622405,0.00409533,0.202723456,0.062088923,oop
0.208172156,0.724622405,0.00409533,0.202723456,0.062088923,web-pro
0.644669198,0.962044691,0.796893581,0.969968715,0.530312093,web-pro
0.644669198,0.962044691,0.796893581,0.969968715,0.530312093,database
0.644669198,0.962044691,0.796893581,0.969968715,0.530312093,web-des
0.786486954,0.793641566,0.100838784,0.179921818,0.527542842,web-pro
0.786486954,0.793641566,0.100838784,0.179921818,0.527542842,micro-oop
0.702624668,0.826477043,0.255926786,0.257053539,0.570097954,web-des
0.702624668,0.826477043,0.255926786,0.257053539,0.570097954,web-pro
0.423839931,0.344511717,0.042907967,0.021394542,0.988200945,web-pro
0.741094421,0.605882121,0.023997615,0.07150414,0.530536006,mobile
0.881529615,0.516036001,0.10530754,0.022653664,0.146941383,oop
0.801403908,0.808136019,0.166138771,0.148800491,0.548715281,web-pro
0.801403908,0.808136019,0.166138771,0.148800491,0.548715281,oop
0.877468451,0.204973561,0.018741987,0.003000248,0.647289849,web-pro
0.877468451,0.204973561,0.018741987,0.003000248,0.647289849,oop
0.877468451,0.204973561,0.018741987,0.003000248,0.647289849,mobile
0.873054701,0.251589468,0.015410752,0.004268841,0.464673076,oop
0.873054701,0.251589468,0.015410752,0.004268841,0.464673076,web-pro
0.821285929,0.401944426,0.128124497,0.379419935,0.93539876,web-pro
0.821285929,0.401944426,0.128124497,0.379419935,0.93539876,web-des
0.934742332,0.291830789,0.14946613,0.031782374,0.385444572,oop
0.934742332,0.291830789,0.14946613,0.031782374,0.385444572,web-pro
0.934742332,0.291830789,0.14946613,0.031782374,0.385444572,web-des
0.419279877,0.259585362,0.075224588,0.136108992,0.69848742,web-pro
0.419279877,0.259585362,0.075224588,0.136108992,0.69848742,database
0.335028264,0.242829226,0.316271108,0.281149622,0.932077137,statistical
0.68966065,0.521896214,0.085159576,0.092927045,0.35823218,oop
0.942128968,0.38127535,0.094293395,0.034185087,0.422456516,oop
0.942128968,0.38127535,0.094293395,0.034185087,0.422456516,web-pro
0.904321372,0.336463001,0.238416634,0.001467885,0.628706851,oop
0.904321372,0.336463001,0.238416634,0.001467885,0.628706851,web-pro
0.904321372,0.336463001,0.238416634,0.001467885,0.628706851,database
0.707913829,0.647792252,0.079127824,0.049480791,0.367645967,web-pro
0.707913829,0.647792252,0.079127824,0.049480791,0.367645967,web-des
0.707913829,0.647792252,0.079127824,0.049480791,0.367645967,micro-oop
0.702491093,0.601483289,0.067460033,0.036956723,0.478441313,micro-oop
0.694219347,0.73509942,0.195609319,0.411578677,0.910829646,micro-oop
0.694219347,0.73509942,0.195609319,0.411578677,0.910829646,oop
0.923485337,0.55819242,0.143533969,0.022715793,0.432508377,oop
0.780489723,0.724661313,0.450820478,0.120424864,0.209345756,oop
0.944615146,0.345703112,0.261405375,0.001938332,0.399244392,web-pro
0.794646965,0.931525256,0.419704899,0.117040195,0.392382624,micro-oop
0.794646965,0.931525256,0.419704899,0.117040195,0.392382624,web-pro
0.794646965,0.931525256,0.419704899,0.117040195,0.392382624,web-des
0.290808436,0.375091396,0.477007931,0.244599668,0.997635629,web-des
0.290808436,0.375091396,0.477007931,0.244599668,0.997635629,web-pro
0.788924729,0.470863243,0.098605533,0.020121686,0.460351452,oop
0.842307787,0.703890276,0.037555768,0.038976269,0.375202422,web-pro
0.842307787,0.703890276,0.037555768,0.038976269,0.375202422,web-des
0.886694334,0.795021388,0.124281474,0.132921285,0.147654281,oop
0.666520542,0.719810417,0.09487603,0.102663793,0.576991453,oop
0.752238558,0.663504518,0.112504018,0.206628168,0.347426449,web-pro
0.752238558,0.663504518,0.112504018,0.206628168,0.347426449,web-des
0.752238558,0.663504518,0.112504018,0.206628168,0.347426449,web-pro
0.954343499,0.254956233,0.055905738,0.017746867,0.462154069,oop
0.822533597,0.829242881,0.293617358,0.366970928,0.481081825,oop
0.735574958,0.564532598,0.055520658,0.096786658,0.649452833,web-pro
0.362484817,0.267197883,0.431372123,0.255556484,0.999003317,oop
0.796635594,0.823662105,0.019709768,0.091728839,0.090309062,web-pro
0.796635594,0.823662105,0.019709768,0.091728839,0.090309062,database
0.963873402,0.288015092,0.144207533,0.099801389,0.746164511,statistical
0.963873402,0.288015092,0.144207533,0.099801389,0.746164511,oop
0.091523146,0.206505658,0.105807099,0.088591354,0.776104198,micro-oop
0.67829132,0.725675729,0.117788262,0.099282674,0.509894974,oop
0.67829132,0.725675729,0.117788262,0.099282674,0.509894974,web-pro
0.67829132,0.725675729,0.117788262,0.099282674,0.509894974,mobile
0.874110853,0.772151773,0.138230559,0.422335046,0.229520699,web-pro
0.874110853,0.772151773,0.138230559,0.422335046,0.229520699,web-des
0.596961858,0.600370311,0.019038697,0.129739033,0.335095076,mobile
0.688651796,0.391053171,0.065966593,0.013676244,0.900957188,micro-oop
0.837408149,0.438755073,0.066600368,0.120002979,0.468203802,oop
0.751721046,0.75374138,0.026540355,0.009088653,0.245628348,micro-oop
0.781881918,0.468465645,0.03205876,0.018935457,0.440702483,micro-oop
